a[m],e[prop],i[rad],r[rad],o[rad],t[rad]
7.234418779e+06,1.319330000e-02,1.722788325e+00,6.574218960e-01,3.731527903e+00,5.331532315e+00
7.277622888e+06,7.703100000e-03,1.726610596e+00,9.379085241e-01,2.392348986e+00,3.723398160e-01
6.882395539e+06,5.978500000e-03,1.724767528e+00,6.249945512e+00,5.030494435e+00,1.243492987e+00
7.258391561e+06,6.010670000e-03,1.726165537e+00,1.593921939e+00,5.109400771e+00,2.249877759e+00
7.150244081e+06,2.276190000e-02,1.716917037e+00,1.558458594e+00,4.632451155e+00,2.135279440e+00
7.149516649e+06,2.022280000e-02,1.716765193e+00,7.251563789e-01,5.336832880e-01,2.131479858e+00
7.168474700e+06,7.413800000e-03,1.726158555e+00,5.695909939e+00,6.213372137e-04,2.123302991e+00
7.172419271e+06,5.694460000e-03,1.735101623e+00,4.150677450e+00,4.619633457e+00,4.322032131e+00
7.138474029e+06,8.318900000e-03,1.726607105e+00,4.218291505e+00,6.319819768e-01,6.180846181e+00
7.122887771e+06,6.980820000e-03,1.725484858e+00,5.179098749e+00,2.096725117e+00,5.669213383e-01
6.993091791e+06,1.602550000e-02,1.731782006e+00,6.135577576e+00,1.807031877e+00,4.509524125e+00
7.163716666e+06,7.935300000e-03,1.730284514e+00,2.488872675e+00,3.977256299e-01,5.893613856e+00
7.183073070e+06,6.206710000e-03,1.719651968e+00,2.262365590e+00,6.037041523e-01,6.165482048e+00
7.195975874e+06,1.422090000e-02,1.717067135e+00,1.111900397e+00,2.563813622e+00,7.826754498e-02
7.186356114e+06,6.193700000e-03,1.732310841e+00,7.815671657e-01,4.762143081e+00,4.222813653e+00
7.183488244e+06,7.246000000e-03,1.716718070e+00,4.395201569e+00,4.518681868e+00,4.450949130e+00
7.198069865e+06,1.973590000e-02,1.720940021e+00,7.607157171e-01,3.893031946e+00,2.365011894e+00
6.966011259e+06,4.297800000e-03,1.726486677e+00,5.860014522e+00,5.814447466e+00,3.181152286e+00
7.222240794e+06,1.282630000e-02,1.724978713e+00,2.017783875e+00,1.208041859e+00,5.101079041e+00
7.212601339e+06,1.968050000e-02,1.722098920e+00,7.594765333e-01,3.012790845e+00,6.100711134e+00
7.211316628e+06,1.684970000e-02,1.719404131e+00,8.722265484e-01,3.992789730e-01,2.221933292e+00
7.427403081e+06,2.688530000e-02,1.726223133e+00,2.814125253e+00,2.895714159e+00,3.402884151e+00
7.194747650e+06,1.990780000e-02,1.732958358e+00,6.497982978e-01,4.559557479e+00,1.686249857e+00
7.115304464e+06,3.811320000e-03,1.728537439e+00,4.816880097e+00,2.538253275e+00,1.237630426e-01
7.238453072e+06,8.008900000e-03,1.723514382e+00,1.043928550e+00,4.788319529e+00,4.189814713e+00
7.203064648e+06,6.731800000e-03,1.721170404e+00,1.474476841e+00,3.666664487e+00,3.022262747e+00
7.170201122e+06,2.333500000e-03,1.734663545e+00,2.370738319e+00,2.437345319e+00,4.900819962e+00
7.247012381e+06,1.642850000e-02,1.724598231e+00,8.036228914e-01,9.218305510e-02,2.610352827e+00
7.254120318e+06,8.374600000e-03,1.724490021e+00,1.066872648e+00,3.749042282e+00,5.198356712e+00
7.194291048e+06,1.323750000e-02,1.709146831e+00,8.046875423e-01,1.354207948e+00,1.373427514e+00
7.175516628e+06,5.999450000e-03,1.725153246e+00,2.479025527e+00,4.384616147e-02,4.755795319e-01
7.132658856e+06,2.767700000e-03,1.783005675e+00,1.938605268e+00,5.734178028e+00,7.336212258e-01
7.180535785e+06,2.252080000e-02,1.691745899e+00,6.016450128e+00,3.906298193e+00,2.347438173e+00
7.222040201e+06,1.415724000e-02,1.730017478e+00,1.999810474e+00,4.551755857e+00,2.657532567e+00
7.191791083e+06,3.409820000e-02,1.722957622e+00,2.750183370e+00,2.332485938e+00,5.220354842e+00
7.138792972e+06,8.253510000e-03,1.714073896e+00,4.754666091e+00,3.892801562e+00,2.381159680e+00
7.109056734e+06,1.012683000e-02,1.692730264e+00,7.836807594e-01,4.513960752e+00,2.738463484e+00
7.265786471e+06,1.851940000e-02,1.711120799e+00,6.154261326e+00,4.289933780e+00,4.258538798e+00
7.196790247e+06,7.844300000e-03,1.729087218e+00,2.672491784e+00,5.400092339e+00,1.271648638e+00
7.289457823e+06,1.039610000e-02,1.738129769e+00,2.735594163e-01,3.738086851e+00,5.564340039e+00
7.247435480e+06,8.369900000e-03,1.716168291e+00,3.846538120e+00,9.514103912e-01,5.855319586e+00
7.225556605e+06,1.829900000e-03,1.722465439e+00,1.331258614e+00,5.973773337e+00,1.447216544e+00
7.287802279e+06,1.273400000e-02,1.720055139e+00,5.356061173e+00,3.982151948e+00,4.980693210e+00
7.202466811e+06,1.833400000e-03,1.723521363e+00,1.953632553e+00,4.978635467e+00,1.525637678e+00
7.258200808e+06,1.312940000e-02,1.716793119e+00,4.492001020e+00,1.463163617e+00,5.212218117e+00
7.199267655e+06,4.249300000e-03,1.724713423e+00,2.132696353e+00,1.831728286e+00,4.640936946e+00
7.092552859e+06,1.401150000e-03,1.728149976e+00,6.035359025e+00,3.078727639e+00,3.206723105e+00
7.233953841e+06,1.030590000e-02,1.729979081e+00,2.380184041e+00,1.858266017e+00,4.446777793e+00
7.261890584e+06,1.032000000e-02,1.723304942e+00,4.186083199e+00,1.528913661e+00,5.282432713e+00
7.300045944e+06,1.273070000e-02,1.728167429e+00,8.765968528e-01,1.610211097e+00,1.042432802e+00
7.220992776e+06,8.695800000e-03,1.732525517e+00,2.994630695e+00,5.264089302e+00,1.524754541e+00
7.318297160e+06,1.769100000e-02,1.710886925e+00,3.636983418e+00,4.920856342e+00,3.543297634e+00
7.311534599e+06,1.332120000e-02,1.737497960e+00,3.647392561e+00,1.252692617e-01,1.997621831e+00
7.318258150e+06,1.482420000e-02,1.727865487e+00,3.361127148e+00,2.441937280e+00,4.372061994e+00
7.325730651e+06,1.644930000e-02,1.728987734e+00,1.134153345e+00,1.452850467e+00,1.243845543e+00
7.281705382e+06,1.612810000e-02,1.729317601e+00,4.808298313e+00,4.355013617e+00,1.899872921e+00
7.345648330e+06,1.999450000e-02,1.753574187e+00,9.919788243e-01,3.174617774e+00,3.630810188e+00
7.319821210e+06,1.790850000e-02,1.718170184e+00,1.629839070e+00,3.664318765e-02,2.767224765e+00
7.362408034e+06,2.483581000e-02,1.740929277e+00,2.342563469e+00,2.759913581e+00,3.544168554e+00
7.338245936e+06,2.008280000e-02,1.726544273e+00,3.907984181e-01,1.172908381e+00,1.552983496e+00
7.115896766e+06,3.341600000e-03,1.722811014e+00,2.761327297e+00,5.841370915e+00,9.632524502e-01
7.476008545e+06,3.430200000e-02,1.726003221e+00,6.274324271e+00,5.327025875e+00,3.651254975e+00
7.450633103e+06,3.282602000e-02,1.754260102e+00,8.836235484e-01,1.441331294e+00,5.917449817e+00
7.436434994e+06,3.177970000e-02,1.736276229e+00,1.964776480e+00,2.908324163e+00,3.646685703e+00
7.491072538e+06,3.686129000e-02,1.722622518e+00,2.864938769e+00,8.814785387e-01,5.940715056e+00
7.107658075e+06,1.419032000e-02,1.727179573e+00,2.597746313e+00,5.194487317e+00,1.587720785e+00
7.090622532e+06,9.627800000e-03,1.699596390e+00,2.146816066e+00,4.981476863e+00,1.285265697e+00
7.069896722e+06,2.052493000e-02,1.716103714e+00,2.251160576e+00,4.351803957e-02,4.286790442e-01
7.270641631e+06,8.066900000e-03,1.725273674e+00,7.709293839e-01,1.282097925e+00,1.434908482e+00
7.282623704e+06,1.860640000e-02,1.717301010e+00,4.721222092e+00,1.138445110e+00,5.180341423e+00
7.227421183e+06,6.999800000e-03,1.732113619e+00,7.111169504e-01,6.276497205e+00,2.693957588e+00
7.231131215e+06,8.154050000e-03,1.727322690e+00,2.267957625e+00,1.517384016e+00,5.273971356e+00
6.982242232e+06,1.867000000e-03,1.723989111e+00,3.760716790e+00,3.350454460e+00,3.479498869e+00
7.328081686e+06,1.457857000e-02,1.734319715e+00,2.006875567e+00,3.662224369e-01,1.676249120e-01
7.402389140e+06,4.500060000e-02,1.721468856e+00,6.195363830e+00,5.367601290e+00,3.669607112e+00
7.417452144e+06,2.849301000e-02,1.784766712e+00,5.420421934e+00,5.627212034e+00,3.363523485e+00
7.170218797e+06,4.288060000e-03,1.724996166e+00,2.504554458e+00,2.600020477e+00,4.043667823e+00
7.284092550e+06,7.501510000e-03,1.728809711e+00,1.901798019e+00,3.192976892e+00,3.608885362e+00
7.227858886e+06,2.675720000e-03,1.724029254e+00,1.744327433e+00,9.025621161e-01,5.877225214e+00
7.008914199e+06,9.482410000e-03,1.723765709e+00,2.388798986e+00,6.132319047e-01,6.181509406e+00
7.104502832e+06,1.043470000e-02,1.723599903e+00,5.768100248e+00,4.791586786e+00,4.616727484e+00
7.183689965e+06,8.549100000e-03,1.721475837e+00,2.634419172e+00,3.664104089e+00,3.797457716e+00
7.144551453e+06,5.842500000e-03,1.726867159e+00,6.064547912e+00,4.775569899e-02,2.647247342e+00
7.099147848e+06,1.038500000e-02,1.718304574e+00,3.328533124e+00,5.880354589e+00,9.002041763e-01
7.139971118e+06,7.938840000e-03,1.717047937e+00,1.415641792e+00,1.605268325e+00,5.187033016e+00
7.195581770e+06,1.457460000e-02,1.729849927e+00,4.481235829e+00,4.384158871e+00,1.873405003e+00
7.192932016e+06,3.012420000e-03,1.734981195e+00,3.440558828e+00,1.932847427e+00,4.358033037e+00
7.090917625e+06,4.053600000e-03,1.721500272e+00,2.770303526e+00,3.412094253e+00,2.871016005e+00
7.313432588e+06,1.200580000e-02,1.727807892e+00,2.936956289e+00,5.992277318e+00,1.347149836e+00
7.105457528e+06,1.445140000e-02,1.714539899e+00,9.911794635e-01,3.023665992e+00,3.265083425e+00
7.344945078e+06,2.587970000e-02,1.720414677e+00,2.848724660e+00,5.450935525e+00,1.170285151e+00
7.190967116e+06,3.495200000e-03,1.720289013e+00,1.021457435e+00,1.035941923e+00,1.619693471e+00
7.227217421e+06,4.006800000e-03,1.722976820e+00,9.489285330e-01,5.865493111e-01,2.086940801e+00
7.242857834e+06,5.478840000e-03,1.731026279e+00,1.922562202e+00,5.135498679e+00,1.649276802e+00
7.281852575e+06,9.821500000e-03,1.735771829e+00,5.002946158e+00,7.162202932e-01,5.581795077e+00
7.230481168e+06,6.887840000e-03,1.729881343e+00,2.388736154e+00,7.590279837e-01,5.945945808e+00
7.164504970e+06,2.297500000e-03,1.722900026e+00,2.319586209e+00,3.238650413e+00,4.240312324e+00
7.186670421e+06,1.381600000e-02,1.718116078e+00,7.045754564e-01,4.311551428e+00,1.948164436e+00
7.170335072e+06,6.737270000e-03,1.727532130e+00,2.632202603e+00,8.137859437e-01,6.002225695e+00
7.116870992e+06,1.447330000e-02,1.726982351e+00,2.639005897e+00,3.203660052e+00,3.079830687e+00
7.257766650e+06,3.740100000e-03,1.724952533e+00,1.584507633e+00,3.339841113e+00,3.131450545e+00
7.306975890e+06,1.125431000e-02,1.736148820e+00,1.731033260e+00,2.604184833e+00,4.188394015e+00
7.219617585e+06,9.861400000e-03,1.721826648e+00,1.465439526e+00,4.147038438e+00,2.402665627e+00
7.064511149e+06,3.813020000e-03,1.728783531e+00,2.192568127e+00,3.109258684e+00,3.637707729e+00
7.231182005e+06,1.282750000e-02,1.724289308e+00,1.786115851e+00,3.203913125e+00,5.294136891e+00
7.056979132e+06,1.347340000e-02,1.722503836e+00,4.593755460e+00,2.187068595e+00,5.088018742e-01
7.213696269e+06,6.524800000e-03,1.721482818e+00,1.189105037e+00,3.930326141e+00,5.260390950e+00
7.241306422e+06,1.544500000e-02,1.723444569e+00,1.315404043e+00,5.929616507e-01,5.576152427e-01
7.129303021e+06,1.495100000e-03,1.724767528e+00,2.869387613e+00,1.813330770e+00,4.962609854e+00
8.337449609e+06,1.434078000e-01,1.736267503e+00,3.207471852e+00,4.575038550e+00,1.422610892e+00
7.238761346e+06,1.457070000e-02,1.730570748e+00,3.375454556e+00,4.153021427e+00,3.175975640e+00
7.210853039e+06,1.099880000e-03,1.722207130e+00,1.599285336e+00,3.436925052e+00,4.014869890e+00
7.226762077e+06,1.103300000e-03,1.722512563e+00,1.200973276e+00,4.780331158e+00,4.215076609e+00
7.219976366e+06,1.050200000e-03,1.730298476e+00,5.426726063e+00,1.769367672e+00,1.348045190e+00
7.344656147e+06,1.946218000e-02,1.726085252e+00,7.403599420e-01,9.891636082e-01,5.328268550e+00
7.498385526e+06,3.691400000e-02,1.722276943e+00,3.358694159e+00,4.838523925e+00,1.873144949e+00
7.065205518e+06,1.860843000e-02,1.715222322e+00,5.696450991e+00,2.178771300e+00,5.960055049e-01
7.063354267e+06,2.980540000e-03,1.729635251e+00,4.366956905e+00,5.059910214e+00,1.219763490e+00
7.069286567e+06,2.754500000e-03,1.727193536e+00,4.007096194e+00,3.248926912e+00,3.501200293e+00
7.266057181e+06,6.830500000e-03,1.723617356e+00,8.459366538e-01,3.715666351e-01,2.475327174e+00
7.171450982e+06,5.228900000e-03,1.728725935e+00,4.542095460e+00,2.083230231e+00,1.086083487e-01
7.238044177e+06,6.704040000e-03,1.723360793e+00,1.256464274e+00,6.690946580e-01,6.090387511e+00
7.365180833e+06,2.224940000e-02,1.723399190e+00,2.440980840e+00,3.682779112e+00,4.894548994e+00
7.238282021e+06,5.759100000e-03,1.723587686e+00,9.778224588e-01,4.422079639e+00,4.551885012e+00
7.097731565e+06,2.428390000e-02,1.723655753e+00,4.788647651e+00,8.347543293e-01,6.239956992e+00
7.265646007e+06,1.484480000e-02,1.726678664e+00,3.018904734e+00,2.782751214e+00,4.047966569e+00
7.244479099e+06,1.078802000e-02,1.727231933e+00,1.985448160e+00,1.511606976e+00,5.297465234e+00
7.069186696e+06,2.931700000e-03,1.721973256e+00,2.995117641e+00,2.659337237e+00,4.010253494e+00
7.218676497e+06,8.414530000e-03,1.728478098e+00,2.170280273e+00,3.816647611e+00,2.806920534e+00
7.189436866e+06,5.673640000e-03,1.725113103e+00,2.282183803e+00,6.543134646e-01,5.637797456e+00
7.233028356e+06,6.394000000e-04,1.722653934e+00,1.235796085e+00,5.724880659e+00,1.745137266e+00
7.220229213e+06,5.061200000e-03,1.725991004e+00,2.214845510e+00,4.424767446e+00,1.850752375e+00
7.262253360e+06,6.182300000e-03,1.725032818e+00,1.255694584e+00,8.352884001e-01,1.809126272e+00
7.092573982e+06,1.312400000e-04,1.733150344e+00,3.404390370e+00,5.328617615e+00,3.202865928e+00
7.115157900e+06,3.569300000e-03,1.721255926e+00,2.507416798e+00,5.767862883e+00,1.039802591e+00
7.178023856e+06,2.499480000e-03,1.725278910e+00,2.297415292e+00,4.059864478e+00,2.221409693e+00
7.224031201e+06,1.206470000e-02,1.727240660e+00,2.270514532e+00,5.812278022e+00,9.243822224e-01
7.191656075e+06,2.169020000e-02,1.730610890e+00,6.230495562e+00,3.927147897e+00,5.073087450e+00
7.277515340e+06,8.122200000e-03,1.724097322e+00,7.978091997e-01,2.215719920e+00,4.554977735e-01
7.235647913e+06,2.949100000e-03,1.723765709e+00,8.267327961e-01,5.904448859e-01,2.187969185e+00
7.226977593e+06,2.104940000e-02,1.719234834e+00,1.032416358e+00,2.669151224e+00,1.089783585e-02
7.264918741e+06,1.825210000e-02,1.725673354e+00,8.943067087e-01,3.490005751e+00,5.670024961e+00
7.172060534e+06,3.691450000e-03,1.722844175e+00,2.226947623e+00,4.401851273e+00,2.400867938e+00
7.228087845e+06,6.284900000e-03,1.722509072e+00,1.076147327e+00,5.001675559e+00,4.104349430e+00
7.381835058e+06,4.135588000e-02,1.721413005e+00,1.500403707e+00,3.136965786e+00,3.565950263e+00
7.158274223e+06,2.349640000e-03,1.734654818e+00,2.564241228e+00,2.135895541e+00,4.676578315e+00
7.180731539e+06,3.991500000e-03,1.726498895e+00,2.747026070e+00,2.194851018e+00,5.225068976e+00
7.001541255e+06,2.325100000e-03,1.791021972e+00,3.523259509e+00,3.954364561e+00,2.777208048e+00
7.079938013e+06,1.059394000e-02,1.696969669e+00,5.208172444e+00,2.573355337e+00,8.992110839e-02
7.105609466e+06,7.532300000e-03,1.732335276e+00,4.493844087e+00,4.516151141e+00,2.246245729e+00
7.152824497e+06,1.990350000e-02,1.716777411e+00,7.931247360e-01,1.611314145e+00,1.014147996e+00
7.186225987e+06,9.245040000e-03,1.719205164e+00,1.383566131e+00,4.024088719e+00,2.752679191e+00
7.189899356e+06,3.697240000e-02,1.724680262e+00,1.940823582e-01,4.640114896e+00,4.451448295e+00
7.201527695e+06,4.641300000e-03,1.727786948e+00,2.643704323e+00,4.806327837e+00,2.688705893e+00
7.243662640e+06,1.067724000e-02,1.729368216e+00,2.302066594e+00,2.891059366e+00,3.929135827e+00
7.177304108e+06,7.482120000e-03,1.728488570e+00,2.249135994e+00,1.658801064e+00,5.164682329e+00
7.082378231e+06,6.105700000e-03,1.721486309e+00,3.715135771e+00,1.216459582e+00,5.601536496e+00
7.224939405e+06,1.030530000e-02,1.720062120e+00,5.655154756e+00,4.754365894e+00,1.510280526e+00
7.180387842e+06,7.483220000e-03,1.728087144e+00,2.419595321e+00,1.352628425e+00,4.947205578e+00
7.217356694e+06,7.546000000e-03,1.728296584e+00,2.319125442e+00,3.507904102e+00,2.771914465e+00
7.412810700e+06,2.638190000e-02,1.720793413e+00,6.118478586e+00,4.734439470e+00,4.238270289e+00
7.174472787e+06,1.149775000e-02,1.720543831e+00,1.723100739e+00,2.548009666e+00,3.750220380e+00
7.294244208e+06,9.258500000e-03,1.731605728e+00,2.025824607e+00,6.219077618e+00,6.492799350e-02
7.242236559e+06,2.413060000e-02,1.721959293e+00,1.332736907e+00,2.633146827e+00,3.676014216e+00
7.349283403e+06,1.641892000e-02,1.730198993e+00,2.656167719e+00,9.437867930e-02,6.193827940e+00
7.112629924e+06,8.084600000e-04,1.725387120e+00,2.474698856e+00,6.191655005e+00,6.087219739e-01
7.182588302e+06,5.924300000e-03,1.725566889e+00,2.553842556e+00,2.242833610e+00,5.217363348e+00
7.266505928e+06,1.418230000e-02,1.717292283e+00,4.264579382e+00,2.672448151e+00,3.625759205e+00
7.206248506e+06,3.586300000e-03,1.720933040e+00,1.167520550e+00,2.565654944e+00,1.110814802e-01
7.078364089e+06,3.766100000e-03,1.721667823e+00,2.868865759e+00,3.089037299e+00,3.196645574e+00
7.247827038e+06,2.622900000e-03,1.724219495e+00,1.010545637e+00,1.265060020e+00,5.025162454e+00
7.276745218e+06,8.700580000e-03,1.730951230e+00,2.067403586e+00,1.683164115e+00,3.398103694e-01
7.214510519e+06,6.131900000e-03,1.721950567e+00,9.870849211e-01,5.136730881e-01,2.159216631e+00
7.249857927e+06,1.278196000e-02,1.717376059e+00,4.739945984e+00,8.211861397e-01,5.482606270e+00
7.240476239e+06,1.704100000e-03,1.723147863e+00,1.334030196e+00,9.041974896e-01,5.383703697e+00
7.322540668e+06,1.412830000e-02,1.721737636e+00,5.253551004e+00,3.357680123e+00,2.921443803e+00
7.207958214e+06,1.172590000e-02,1.718138768e+00,5.373582533e+00,5.257635075e+00,2.081113147e+00
7.228906108e+06,4.616000000e-04,1.722406098e+00,1.173164945e+00,5.700973139e+00,8.675769912e-01
7.317905485e+06,1.406030000e-02,1.732490610e+00,5.899045320e+00,3.501507471e+00,4.979509877e+00
7.333660793e+06,1.879570000e-02,1.726013693e+00,8.328833364e-01,6.098847122e+00,2.825494327e+00
7.279082354e+06,9.723030000e-03,1.726950935e+00,1.603413040e+00,2.924965877e+00,3.830812703e+00
7.353351147e+06,1.764850000e-02,1.740550541e+00,5.673367267e-01,4.788246226e+00,4.212184598e+00
7.297101654e+06,1.480435000e-02,1.728165684e+00,2.738950431e+00,2.535460748e+00,4.294754380e+00
7.267124193e+06,1.314640000e-02,1.726245822e+00,8.552427494e-01,5.052827668e+00,3.906565229e+00
7.205416774e+06,4.408400000e-03,1.720826575e+00,1.363983537e+00,2.729941042e+00,4.742108447e+00
7.108935195e+06,2.677284000e-02,1.718231270e+00,2.251712100e+00,5.826333158e+00,8.417199384e-01
7.138276418e+06,2.498500000e-03,1.727341889e+00,2.949356854e+00,3.806561353e+00,2.999161569e+00
7.255926189e+06,1.442708000e-02,1.727671756e+00,2.010994544e+00,5.122824098e+00,1.649131940e+00
7.151559507e+06,4.724690000e-03,1.731687759e+00,5.447088820e+00,3.686999318e+00,5.248791491e+00
7.341501916e+06,1.676034000e-02,1.748807693e+00,4.230941652e+00,5.253123399e+00,2.065541319e+00
7.092705464e+06,8.514300000e-04,1.724603467e+00,2.529341624e+00,4.118371405e+00,2.681644290e+00
7.127562033e+06,1.499130000e-03,1.726364504e+00,2.125296157e+00,6.669496484e-01,5.620159159e+00
7.153473487e+06,5.799300000e-03,1.724430680e+00,2.746172604e+00,2.970805205e+00,4.286666524e+00
7.296925349e+06,1.498944000e-02,1.717082843e+00,4.120491980e+00,3.352390030e+00,5.604849131e+00
7.149890630e+06,2.096100000e-03,1.725388865e+00,2.725479980e+00,2.807561069e+00,4.565676603e+00
7.231734254e+06,8.649900000e-03,1.720725346e+00,3.258424994e-01,2.863343538e+00,6.136197168e+00
7.331343342e+06,2.198160000e-02,1.712157524e+00,3.975242189e+00,1.889884402e+00,4.876205584e+00
7.245580016e+06,2.956600000e-03,1.723683679e+00,1.368442853e+00,1.960814583e+00,9.316550094e-01
7.206715236e+06,5.481400000e-03,1.720734072e+00,1.074895926e+00,1.725151501e+00,9.229632697e-01
7.226423546e+06,5.367600000e-03,1.722407843e+00,9.084578383e-01,1.450691494e+00,5.788021436e+00
7.253634493e+06,5.036100000e-03,1.724369593e+00,1.473906119e+00,2.184269087e+00,4.348379621e+00
7.199406904e+06,8.212900000e-03,1.720147642e+00,4.299465023e+00,6.078999238e+00,5.705917657e-01
7.290606331e+06,1.417140000e-02,1.773757175e+00,4.605599265e+00,2.826389681e+00,3.467719642e+00
7.179718181e+06,2.833860000e-03,1.723617356e+00,2.231007259e+00,5.166040196e+00,1.639330171e+00
7.184281498e+06,6.658780000e-03,1.720229672e+00,1.628287472e+00,3.112473580e+00,3.173179622e+00
7.228999973e+06,9.119200000e-03,1.728771313e+00,5.982772255e+00,2.390397708e+00,3.907361099e+00
7.212424171e+06,8.156020000e-03,1.728277385e+00,2.231434865e+00,3.511920105e+00,2.767399298e+00
7.209255767e+06,3.277424000e-02,1.712799805e+00,5.738260353e+00,1.933645042e+00,6.651100713e-01
7.205683108e+06,1.656620000e-02,1.721330975e+00,9.064576910e-01,4.565566648e+00,4.429446674e+00
7.157406098e+06,6.348000000e-03,1.726570453e+00,5.917174055e+00,1.444451942e-01,2.495660260e+00
7.358282067e+06,1.882940000e-02,1.731124017e+00,2.837032699e+00,2.040523770e+00,4.834272303e+00
7.230228976e+06,9.928300000e-03,1.723100739e+00,9.542744765e-01,6.117061378e+00,4.285341819e-01
7.204937790e+06,1.011513000e-02,1.728708482e+00,2.036209316e+00,1.950827809e+00,4.864382724e+00
7.167748448e+06,9.060000000e-04,1.720337882e+00,1.754902383e+00,2.166611591e+00,1.215272758e-01
7.062925862e+06,3.966800000e-03,1.732581367e+00,5.082543644e+00,5.442943663e+00,3.069782827e+00
7.274496741e+06,1.194151000e-02,1.725940389e+00,1.334166332e+00,1.175913838e+00,5.554918752e+00
7.243949749e+06,3.739200000e-03,1.723626083e+00,1.258279416e+00,1.300050381e+00,1.370621024e+00
7.100880448e+06,1.771080000e-02,1.726158555e+00,1.942568911e+00,6.267664094e+00,1.700823356e-02
7.226357227e+06,5.414400000e-03,1.724491766e+00,1.595524152e+00,4.053487045e+00,2.223170731e+00
7.184341555e+06,1.558418000e-02,1.718992234e+00,1.655739756e+00,2.549479233e+00,5.830488787e+00
7.140134643e+06,1.262670000e-02,1.729204155e+00,1.470455603e+00,1.330769921e+00,5.324273491e+00
7.428725201e+06,3.067863000e-02,1.722435768e+00,5.325544091e+00,5.777059023e+00,3.451093635e+00
7.219946530e+06,1.023000000e-04,1.721849338e+00,1.229891636e+00,1.726390684e+00,9.717277690e-01
7.203467373e+06,2.203080000e-02,1.720809121e+00,1.364718321e+00,3.696420605e+00,5.297793355e+00
7.118777067e+06,1.020300000e-03,1.724917626e+00,2.501486169e+00,2.170159845e-01,7.324553459e-01
7.168500626e+06,6.452700000e-03,1.724645355e+00,2.502870215e+00,5.437878717e+00,1.883644850e+00
7.215003818e+06,7.143200000e-03,1.723908826e+00,1.821622830e+00,9.837356343e-01,5.575815579e+00
7.245560844e+06,1.814470000e-02,1.724072887e+00,1.328677272e+00,2.640761698e+00,8.226783962e-02
7.275324708e+06,7.167350000e-03,1.730534096e+00,2.039668558e+00,1.074970976e+00,6.148698962e+00
7.286344268e+06,8.830600000e-03,1.735325025e+00,1.559011864e+00,4.616312096e+00,1.943537568e+00
7.282966652e+06,1.598730000e-02,1.726628049e+00,1.265063511e+00,3.253407172e+00,3.547538784e+00
7.316605610e+06,1.330270000e-02,1.714395036e+00,9.477591624e-01,5.115401213e+00,1.561877694e+00
7.275832357e+06,1.494190000e-02,1.717594225e+00,3.496252284e+00,4.395500020e+00,4.081017869e+00
7.346379499e+06,1.736030000e-02,1.740292232e+00,5.531784412e+00,1.887008099e+00,4.953176349e+00
7.234177373e+06,2.217090000e-02,1.730637070e+00,6.077915389e+00,2.299308974e+00,3.288409750e-01
7.176335992e+06,1.060886000e-02,1.726842725e+00,5.197518954e+00,4.853730979e+00,1.410527978e+00
7.195749416e+06,7.877680000e-03,1.728790512e+00,2.435901932e+00,3.056029632e+00,3.230586992e+00
7.508229193e+06,3.742870000e-02,1.742292379e+00,2.588195872e+00,5.608332808e+00,6.309801578e-01
7.171299275e+06,4.824980000e-03,1.724175861e+00,2.685182073e+00,5.235481610e+00,1.549054760e+00
7.415737352e+06,2.776438000e-02,1.721243708e+00,5.257799136e+00,2.979620863e+00,5.973528991e+00
7.258309871e+06,1.672400000e-02,1.718838645e+00,7.322947756e-01,2.786479237e+00,6.211832757e+00
7.243525023e+06,1.205800000e-02,1.720529869e+00,5.695536439e+00,4.586451258e+00,1.674828422e+00
7.158103025e+06,4.762800000e-03,1.781307469e+00,5.595801344e+00,4.129850436e-01,2.765695857e+00
7.152457514e+06,5.539500000e-03,1.729340291e+00,3.846623641e+00,5.842048103e+00,4.384773226e-01
7.380575364e+06,2.371299000e-02,1.739053048e+00,2.067998743e+00,1.527667496e+00,5.273278461e+00
7.262597386e+06,5.467800000e-03,1.724914136e+00,1.425872912e+00,6.085395870e+00,1.976690098e-01
7.221243616e+06,6.249200000e-03,1.722652189e+00,8.306301163e-01,4.762830741e+00,4.235791922e+00
6.990537718e+06,1.080010000e-02,1.725214332e+00,3.964721345e+00,4.259198532e+00,2.511193690e+00
7.209189427e+06,5.073400000e-03,1.732200885e+00,1.587691114e-01,3.114880389e+00,5.879605843e+00
7.133248212e+06,8.297650000e-03,1.724956024e+00,5.593148443e+00,2.134967026e+00,4.164374794e+00
7.304226545e+06,1.222180000e-02,1.728012095e+00,7.680199200e-01,5.914379783e-01,2.075615360e+00
7.341767758e+06,2.086960000e-02,1.728328000e+00,7.390649077e-01,4.856293123e+00,4.156655203e+00
7.192663840e+06,9.673270000e-03,1.717814136e+00,5.403303745e+00,4.986883893e+00,2.392453705e+00
6.970025027e+06,3.183100000e-03,1.726378467e+00,1.541322952e+00,3.964511905e+00,3.391549982e+00
7.298319940e+06,1.331760000e-02,1.723469003e+00,1.264665576e+00,6.065296658e+00,2.141763338e-01
7.241031439e+06,3.982400000e-03,1.723502164e+00,1.206010296e+00,2.249097597e+00,4.047052016e-01
7.349896688e+06,1.843310000e-02,1.730094273e+00,2.545637763e+00,1.153044789e+00,5.165635279e+00
7.171426775e+06,5.448570000e-03,1.725444716e+00,2.688198002e+00,1.410903223e+00,4.885092801e+00
