a[m],e[prop],i[rad],r[rad],o[rad],t[rad]
7.140672275e+06,5.286100000e-03,1.291575062e+00,2.022503245e+00,4.439180375e+00,2.994834898e+00
7.106481201e+06,9.825100000e-03,1.292051537e+00,1.394203913e+00,2.897436799e+00,6.017390861e+00
7.124168103e+06,6.918660000e-03,1.291170146e+00,5.671114046e+00,1.066490421e+00,5.230788420e+00
7.447755886e+06,4.355256000e-02,1.290349841e+00,3.524290999e-01,7.069037256e-01,5.633304979e+00
7.145705235e+06,5.365500000e-03,1.289711051e+00,3.328972947e+00,1.081247180e+00,5.723597842e+00
7.008945313e+06,5.433400000e-03,1.292292393e+00,1.738330482e+00,2.678493971e+00,3.611632510e+00
7.419292460e+06,3.700250000e-02,1.289602840e+00,4.406240776e-01,1.338044454e+00,5.967631524e+00
7.146307627e+06,2.537100000e-03,1.292182437e+00,2.854632599e+00,3.969438970e+00,2.818910945e+00
7.054474318e+06,1.250100000e-03,1.291894458e+00,5.226039379e-02,1.393751873e+00,1.264841854e+00
7.086452649e+06,1.528300000e-02,1.292288902e+00,5.673513874e+00,5.361825995e-01,5.764452510e+00
7.116782736e+06,2.136200000e-03,1.292000923e+00,2.491265521e-01,2.854758263e+00,3.431664630e+00
7.111189474e+06,2.486130000e-03,1.292062009e+00,2.203382188e+00,3.210822884e+00,3.074050157e+00
7.146335840e+06,1.729300000e-03,1.292123096e+00,2.272397742e+00,3.904071153e+00,2.378740653e+00
7.015520339e+06,6.243100000e-03,1.292081208e+00,2.859529993e-01,1.926478720e+00,4.370487707e+00
6.912809289e+06,2.974900000e-03,1.291451144e+00,5.146836338e+00,9.378858348e-01,2.118478901e+00
7.072565152e+06,6.302790000e-03,1.291838607e+00,5.749608484e+00,1.320948954e+00,5.459309615e+00
6.859279121e+06,1.035800000e-03,1.292018376e+00,3.269657933e+00,5.801401130e+00,9.869889280e-01
6.908186639e+06,3.999700000e-04,1.291908420e+00,4.576003717e+00,4.307252682e+00,4.631573255e+00
7.147270521e+06,5.211580000e-03,1.292233052e+00,5.262267179e+00,5.387719700e+00,1.893661294e+00
7.106328020e+06,1.407100000e-03,1.292334281e+00,3.861314077e-01,2.339095500e+00,3.031410018e-01
7.471477808e+06,4.357568000e-02,1.290927545e+00,5.160971759e+00,4.639336479e+00,2.859317063e+00
7.065641784e+06,8.347500000e-03,1.292315082e+00,1.674535207e+00,3.619683714e+00,2.657837999e+00
7.091733460e+06,9.123400000e-03,1.294973218e+00,5.053782363e+00,1.609940571e+00,4.693513245e+00
6.961593759e+06,2.732000000e-04,1.291784502e+00,4.734830424e+00,5.484126452e+00,3.523062287e+00
7.097265486e+06,1.213500000e-03,1.292084699e+00,8.032546270e-01,2.117115799e+00,6.740758277e-01
6.780986614e+06,2.550800000e-03,1.290644802e+00,4.489056649e-01,3.497955726e+00,2.785575157e+00
7.144248997e+06,4.130500000e-03,1.292500087e+00,4.392403806e+00,4.407401420e+00,2.414015503e+00
7.012402565e+06,8.207000000e-03,1.291767049e+00,5.151183953e+00,8.969334292e-01,5.401062742e+00
7.495597613e+06,4.655980000e-02,1.289407363e+00,6.055489653e+00,1.630908957e+00,9.695181822e-01
7.072925759e+06,8.455190000e-03,1.292238288e+00,1.863013313e+00,3.759205335e+00,3.066564440e+00
7.154333754e+06,2.222320000e-03,1.292042811e+00,2.937734706e+00,4.649466370e+00,3.707297497e+00
7.063438245e+06,2.823470000e-03,1.292774104e+00,3.275085907e+00,2.410695887e+00,4.961005896e+00
7.068917952e+06,5.354140000e-03,1.292260977e+00,5.431516992e+00,2.684316390e-01,2.364355650e+00
7.222556533e+06,2.225550000e-02,1.287141926e+00,1.758808430e+00,5.172737024e+00,1.072825966e+00
7.063333010e+06,5.128520000e-03,1.291929364e+00,3.594875604e+00,5.659271987e+00,6.199618943e-01
7.024867903e+06,7.731300000e-03,1.291887476e+00,5.717010970e+00,1.648622303e+00,4.652035495e+00
7.039554866e+06,5.730000000e-03,1.293110952e+00,4.329027410e+00,3.885155275e+00,5.032567886e+00
6.938479298e+06,7.299740000e-03,1.292182437e+00,1.952295631e+00,2.905489748e+00,3.383226507e+00
7.114221716e+06,1.736700000e-03,1.292042811e+00,1.005304413e+00,2.829267729e+00,3.457013792e+00
7.097684885e+06,4.086200000e-03,1.294491508e+00,4.763104758e+00,1.523726542e+00,4.769649742e+00
7.268673624e+06,2.104826000e-02,1.291034010e+00,3.900976684e+00,1.149259170e+00,5.174039040e+00
7.107337947e+06,2.414300000e-03,1.292487870e+00,6.147417890e+00,1.775059190e+00,4.514882286e+00
7.121579197e+06,4.050260000e-03,1.291440672e+00,2.644236649e+00,5.004496011e+00,1.272954145e+00
7.072769172e+06,8.744200000e-03,1.292206872e+00,1.923256843e+00,3.735076158e+00,2.540333708e+00
7.161863093e+06,7.421900000e-03,1.291740869e+00,4.438901123e+00,1.602439146e-01,6.127282026e+00
7.085014272e+06,7.029910000e-03,1.291185854e+00,2.653441515e+00,6.266292265e+00,1.203051963e+00
7.024599963e+06,3.296390000e-03,1.291290574e+00,4.685126937e+00,8.013016035e-01,1.820167225e+00
7.013443624e+06,4.532000000e-03,1.292531503e+00,2.864176060e+00,3.431301601e+00,3.384542485e+00
7.004723332e+06,4.678900000e-03,1.292220834e+00,2.208239439e+00,3.345981181e+00,2.937368187e+00
7.128053917e+06,1.551200000e-03,1.292330790e+00,2.034945697e+00,2.964193898e+00,3.321562279e+00
7.115646512e+06,9.253020000e-03,1.289435289e+00,3.349044234e+00,2.701312406e+00,3.591856185e+00
7.104923249e+06,1.998400000e-03,1.291728651e+00,4.104351176e-01,2.769006746e+00,6.189101589e+00
7.118055747e+06,7.922200000e-03,1.291946818e+00,5.873312186e+00,1.728153467e+00,4.572720752e+00
7.017806394e+06,6.505700000e-04,1.291505249e+00,5.148188968e+00,1.482990557e+00,4.803540546e+00
7.112515069e+06,7.697640000e-03,1.290615131e+00,1.895483418e+00,5.591560194e+00,2.836617311e+00
7.152387341e+06,1.120035000e-02,1.290328897e+00,2.819685872e+00,1.079517558e+00,1.511369611e+00
7.387111017e+06,3.495930000e-02,1.291184109e+00,6.138734877e+00,4.301140539e+00,1.919280983e+00
7.061861303e+06,8.923300000e-03,1.292325554e+00,1.041003378e+00,2.732606159e+00,3.559784014e+00
7.067501273e+06,4.735870000e-03,1.291990451e+00,3.250742054e+00,8.099025861e-02,6.204977103e+00
6.949969535e+06,2.701800000e-03,1.292166729e+00,1.147049583e+00,2.288055091e+00,5.120899000e+00
7.029032640e+06,8.373400000e-03,1.290430126e+00,4.899477804e+00,3.111847007e+00,3.173912661e+00
7.091801668e+06,8.477520000e-03,1.292356970e+00,3.246706853e+00,4.918107449e+00,3.421976307e+00
7.082159706e+06,8.459600000e-03,1.292215598e+00,2.380131681e+00,4.416801764e+00,4.525263505e+00
7.141986805e+06,1.964100000e-03,1.292212108e+00,2.407871944e+00,3.883235413e+00,2.399312849e+00
7.073343474e+06,6.614900000e-03,1.288909945e+00,4.015613400e+00,1.130406123e+00,1.494087361e+00
7.099576530e+06,1.334160000e-03,1.291988705e+00,1.385791426e+00,3.216348596e+00,3.068667561e+00
7.183902524e+06,1.127637000e-02,1.293377988e+00,4.757884478e+00,4.165690772e+00,4.788686049e+00
7.004490694e+06,8.931760000e-03,1.290641311e+00,4.619617749e+00,1.662511634e+00,4.640528539e+00
7.270023061e+06,1.817719000e-02,1.286618327e+00,5.036287183e+00,2.800084079e+00,3.497467033e+00
7.130739137e+06,1.817880000e-03,1.292175456e+00,2.009067701e+00,3.365563775e+00,2.918836281e+00
7.043918542e+06,4.191840000e-03,1.292348243e+00,2.898997124e+00,4.561597769e+00,1.715339259e+00
7.190594019e+06,1.266046000e-02,1.292955618e+00,5.642972358e+00,5.304472731e+00,9.597914623e-01
7.116883132e+06,1.918820000e-03,1.291857806e+00,1.059844207e+00,3.102308783e+00,3.183056441e+00
6.929584600e+06,7.004440000e-03,1.290365549e+00,8.484743626e-01,5.064744776e+00,1.207383870e+00
6.922458213e+06,1.562570000e-03,1.291500013e+00,3.396927342e+00,5.257720596e+00,1.024869554e+00
7.141892542e+06,1.681300000e-03,1.292404094e+00,2.285719840e+00,3.472189430e+00,3.391328326e+00
7.148399159e+06,1.888100000e-03,1.292081208e+00,2.495000526e+00,3.999469105e+00,2.779192488e+00
7.050613718e+06,3.801440000e-03,1.290876931e+00,4.132321822e+00,1.510380009e+00,4.782430789e+00
6.997912546e+06,3.063000000e-04,1.291589025e+00,4.826833710e+00,1.798369808e-01,6.105512535e+00
6.798530952e+06,2.325000000e-04,1.291791483e+00,3.893037182e+00,1.377103177e+00,4.908654745e+00
7.153688264e+06,2.744310000e-03,1.292105642e+00,4.113580477e+00,4.880944153e+00,1.673118000e+00
7.183328461e+06,8.441700000e-03,1.292203381e+00,1.437086653e+00,2.402049526e+00,3.894590525e+00
7.004177977e+06,6.662100000e-04,1.291775775e+00,5.609404440e+00,6.675762216e-01,4.773894383e-01
7.295440085e+06,2.415913000e-02,1.291878750e+00,2.155586346e-01,2.907011675e+00,3.704815639e+00
7.041609374e+06,6.995380000e-03,1.291800210e+00,1.670194573e+00,3.919255518e+00,2.356135149e+00
7.058587284e+06,3.531600000e-03,1.293891114e+00,2.788765619e+00,4.648667009e-01,5.823505725e+00
6.982348855e+06,4.021800000e-04,1.292023612e+00,5.534264525e+00,4.870692089e+00,1.413758582e+00
6.928064266e+06,7.046590000e-03,1.291259158e+00,3.270968675e+00,5.492378368e+00,7.828831439e-01
7.069016130e+06,1.425117000e-02,1.292194654e+00,2.852264187e+00,4.089116197e+00,2.172844162e+00
7.088436398e+06,7.691320000e-03,1.292353479e+00,3.331079560e+00,5.094827271e+00,1.176137240e+00
7.087573941e+06,9.849200000e-04,1.289864640e+00,5.435930930e+00,2.097014842e+00,4.189905470e+00
6.804922341e+06,3.467480000e-03,1.290276537e+00,5.362246619e+00,3.066761662e+00,3.219067819e+00
7.142268745e+06,6.672850000e-03,1.291489541e+00,4.334537415e+00,4.794768521e-02,6.237866088e+00
7.103537173e+06,1.017897000e-02,1.292030593e+00,2.786203475e+00,4.321655139e+00,1.944689486e+00
7.035534029e+06,6.406190000e-03,1.290742540e+00,5.969455393e+00,3.088957014e+00,3.196970205e+00
7.144627220e+06,1.678090000e-03,1.289274718e+00,1.352637152e+00,6.203947359e-02,6.223358911e+00
7.169904444e+06,8.336100000e-03,1.292178946e+00,2.411324205e+00,2.754635705e+00,3.536909729e+00
7.121570106e+06,6.510640000e-03,1.291409256e+00,1.085776309e+00,3.649029680e+00,2.629839428e+00
7.104128979e+06,7.653400000e-03,1.291775775e+00,4.332259760e+00,4.234430565e-01,5.868001149e+00
7.034032410e+06,1.594700000e-03,1.291943327e+00,4.545762397e-01,1.436987169e+00,4.851402710e+00
7.013857604e+06,1.711000000e-03,1.291130003e+00,4.853088698e+00,4.327959269e+00,5.039041313e+00
7.327177559e+06,2.782150000e-02,1.289808789e+00,9.641024255e-01,8.060646071e-01,5.518598450e+00
7.430079379e+06,3.813912000e-02,1.290075825e+00,1.653903670e+00,1.846244189e+00,4.512871667e+00
7.358021724e+06,3.077520000e-02,1.291002594e+00,3.976360946e+00,2.186354755e+00,5.165319375e-01
7.442407806e+06,4.032522000e-02,1.291910166e+00,3.255426518e+00,8.074032746e-01,2.366200463e+00
7.033560739e+06,9.974500000e-03,1.291559354e+00,4.903298330e+00,1.583416803e+00,4.721763144e+00
7.183142827e+06,9.952700000e-03,1.292952127e+00,2.754974299e+00,2.578842652e+00,3.717059124e+00
6.975003471e+06,2.701830000e-03,1.288192614e+00,5.581629270e+00,9.609451249e-01,5.328718844e+00
6.828168603e+06,7.921600000e-03,1.291447653e+00,4.508831230e-01,1.246570002e+00,6.119761403e+00
7.482531015e+06,4.556390000e-02,1.288152472e+00,4.509953476e+00,1.618740521e+00,4.757514468e+00
7.022619531e+06,1.598000000e-03,1.291901439e+00,6.534582533e-01,1.674207085e+00,4.614207229e+00
7.046353683e+06,7.479820000e-03,1.290801882e+00,3.434921414e+00,5.708238945e-01,5.722426726e+00
7.115115382e+06,6.706090000e-03,1.290931036e+00,5.511475761e+00,1.705835942e+00,4.592673356e+00
7.483836914e+06,4.567165000e-02,1.289299153e+00,5.294259064e+00,7.173373039e-01,3.009837748e-01
7.123460094e+06,4.707230000e-03,1.291948563e+00,3.196135938e+00,4.735800827e+00,1.539993011e+00
6.987748174e+06,1.533700000e-03,1.292309846e+00,4.093055405e+00,4.782233566e+00,2.033345230e+00
7.103174951e+06,1.687000000e-03,1.292262722e+00,2.648833846e-01,2.699160415e+00,5.690176533e+00
6.982980119e+06,8.560000000e-03,1.291754831e+00,5.170522201e+00,3.585552055e-01,5.932635927e+00
7.049312652e+06,4.349300000e-04,1.291911911e+00,6.123796604e+00,4.862242950e-01,5.799406218e+00
7.068618050e+06,1.729120000e-03,1.292555937e+00,6.647086456e-02,7.119547085e-01,5.575518873e+00
7.057582842e+06,8.180700000e-03,1.292301119e+00,1.412926060e+00,2.957078190e+00,3.331191261e+00
7.423376480e+06,3.855400000e-02,1.289096695e+00,8.570735998e-01,2.609328318e+00,3.716025889e+00
6.956163130e+06,3.656160000e-03,1.289688361e+00,5.160734395e+00,4.259236929e+00,2.019436702e+00
7.108766390e+06,3.919700000e-03,1.291859551e+00,5.332212994e+00,1.780735001e+00,5.720271245e+00
7.086456590e+06,9.392510000e-03,1.292590844e+00,3.148547791e+00,3.654721199e+00,2.621243681e+00
7.337930744e+06,2.899367000e-02,1.291582044e+00,3.243378510e+00,3.412171048e-01,5.962858048e+00
6.971428982e+06,6.475110000e-03,1.292278430e+00,5.119158907e+00,6.069672198e+00,2.128254490e-01
7.021510569e+06,3.188800000e-03,1.296287451e+00,6.212600702e+00,4.818276361e+00,1.460618927e+00
7.391576417e+06,3.417329000e-02,1.289644728e+00,5.695733661e+00,9.051452034e-02,6.200536986e+00
7.058224150e+06,8.379420000e-03,1.292325554e+00,1.434988767e+00,2.907105923e+00,3.382062373e+00
7.070709013e+06,9.077890000e-03,1.291404020e+00,1.229203976e+00,4.478537550e+00,2.936523448e+00
7.139888766e+06,8.046800000e-03,1.294339664e+00,1.907164907e+00,5.423891649e+00,8.491515503e-01
7.038675007e+06,9.050100000e-04,1.292147530e+00,6.237434991e+00,2.583925051e-01,6.027297350e+00
7.153142966e+06,1.473216000e-02,1.290644802e+00,1.409110770e+00,3.788757250e+00,2.478554288e+00
7.076477059e+06,6.164910000e-03,1.292100407e+00,2.891377016e+00,5.245288616e+00,1.029325380e+00
7.054787296e+06,7.720140000e-03,1.292208617e+00,1.994930534e+00,3.855814545e+00,2.419270689e+00
7.220429135e+06,2.142040000e-02,1.294245416e+00,3.356915669e+00,1.942628252e+00,4.382720719e+00
7.062997342e+06,4.701300000e-03,1.291671056e+00,3.515436943e+00,5.946310582e+00,3.357996028e-01
7.482260097e+06,4.498740000e-02,1.287508445e+00,3.605930520e+00,1.579599768e+00,5.327875850e+00
7.103021481e+06,4.001410000e-03,1.292212108e+00,5.479204623e+00,1.132718685e+00,5.159723849e+00
7.048221538e+06,3.422900000e-03,1.291735633e+00,4.625593757e+00,2.362372956e-01,6.050574806e+00
7.149717829e+06,4.881600000e-03,1.292222580e+00,2.639791295e+00,4.106565998e+00,2.170597923e+00
7.004463050e+06,4.055000000e-04,1.292220834e+00,4.852680291e+00,5.567558426e+00,1.780724529e+00
7.311063008e+06,2.508090000e-02,1.288826169e+00,4.997069635e+00,6.272044871e+00,1.247910415e-02
7.373154016e+06,3.492096000e-02,1.293545539e+00,4.922142650e-01,1.881360214e+00,4.470835412e+00
7.012688663e+06,5.782700000e-04,1.292002668e+00,5.801397639e+00,6.203872310e+00,8.126951129e-02
7.187482641e+06,1.171070000e-02,1.289098440e+00,2.357253905e+00,1.546595591e+00,4.761996474e+00
7.227119220e+06,1.103910000e-02,1.290358568e+00,3.336451683e+00,5.890226171e+00,1.434489603e+00
7.330811532e+06,2.952810000e-02,1.292646695e+00,2.549538574e+00,4.733764028e+00,1.492375193e+00
7.029547087e+06,1.875470000e-03,1.292117860e+00,5.575209949e-01,1.232692889e+00,5.056073981e+00
7.398773125e+06,4.153220000e-02,1.286703848e+00,1.674397326e+00,8.909382233e-02,1.835714618e+00
7.140740669e+06,1.182990000e-02,1.290384748e+00,4.120722364e-01,4.711153287e+00,1.550386447e+00
7.101259705e+06,8.198480000e-03,1.291976488e+00,5.426033168e+00,1.108264876e+00,6.246172110e+00
7.182509289e+06,1.118844000e-02,1.291328971e+00,3.837446700e+00,6.130599897e+00,1.511786745e-01
7.144366757e+06,2.484020000e-03,1.292020121e+00,3.024036002e+00,4.241129138e+00,2.039644124e+00
7.075727384e+06,5.028860000e-03,1.292121350e+00,3.951376557e+00,5.918167147e+00,3.634578354e-01
7.075817694e+06,5.599600000e-03,1.290393474e+00,2.270879306e+00,4.298288671e+00,1.976665663e+00
6.821270189e+06,3.554740000e-03,1.291315008e+00,5.238574334e+00,9.093217763e-01,5.381565669e+00
7.265488092e+06,2.010160000e-02,1.292372678e+00,4.656913690e+00,6.179235242e+00,1.017579314e-01
6.957315954e+06,8.122600000e-03,1.291386567e+00,2.688480745e+00,4.892140440e+00,2.479138973e+00
6.891597883e+06,3.578000000e-04,1.291641385e+00,4.324934613e+00,3.201925195e+00,4.139332810e+00
7.178661884e+06,1.031755000e-02,1.291215525e+00,1.809752845e+00,3.573394092e+00,2.703127548e+00
6.944339929e+06,8.603050000e-03,1.292084699e+00,1.560713560e+00,2.707588610e+00,3.584972606e+00
7.155886137e+06,2.338310000e-03,1.292112624e+00,3.190648623e+00,4.369398621e+00,1.911393840e+00
7.251901579e+06,1.888590000e-02,1.290217196e+00,1.657144746e+00,2.399059777e-01,6.054058483e+00
7.021524414e+06,6.009900000e-03,1.291719925e+00,1.977559272e+00,4.065969640e+00,4.868590712e+00
7.070148304e+06,5.061300000e-03,1.290042663e+00,6.127489721e+00,1.948035282e+00,4.346613348e+00
7.060748412e+06,6.598410000e-03,1.292529758e+00,3.645579164e+00,4.506632115e+00,1.765664083e+00
7.124695094e+06,4.940700000e-03,1.291506995e+00,3.501851300e+00,5.412751212e+00,8.649048921e-01
7.145908176e+06,2.315200000e-03,1.292236542e+00,2.764041284e+00,4.005736582e+00,2.275940761e+00
7.052143144e+06,3.017410000e-03,1.291793229e+00,3.375030441e+00,6.260958539e+00,2.412219559e-02
6.911701790e+06,8.379430000e-03,1.291805446e+00,5.585194978e+00,5.465742899e-01,5.747332575e+00
7.098233272e+06,1.328930000e-03,1.292294138e+00,1.524140185e+00,2.765359008e+00,3.520835247e+00
6.965540740e+06,2.680600000e-03,1.291431945e+00,5.874766045e+00,1.319411319e+00,4.971025832e+00
7.112058515e+06,5.976830000e-03,1.292034084e+00,5.558660737e+00,1.346587840e+00,4.950258159e+00
7.032805723e+06,4.760300000e-03,1.287386272e+00,4.894618808e+00,4.925083530e+00,1.350841208e+00
7.052990493e+06,5.834510000e-03,1.291831626e+00,2.812913994e+00,5.109584030e+00,1.434451206e+00
6.941250099e+06,6.131000000e-04,1.292103897e+00,3.261688759e+00,4.420925977e+00,1.863158175e+00
7.143280308e+06,2.669500000e-03,1.292547211e+00,2.894199213e+00,3.560284924e+00,3.264545863e+00
7.061335821e+06,8.035000000e-04,1.292128332e+00,6.162818675e+00,1.008931207e+00,5.277650511e+00
6.937335215e+06,8.277000000e-03,1.292084699e+00,8.013818887e-01,1.862402448e+00,4.438747534e+00
7.076552819e+06,3.393400000e-03,1.289311370e+00,2.570869988e-01,5.320814248e+00,9.588350218e-01
7.074076897e+06,4.477500000e-03,1.291901439e+00,4.466006086e+00,1.565263633e-01,6.130067572e+00
7.129399607e+06,1.515330000e-03,1.292035829e+00,1.793137311e+00,3.392398212e+00,2.892055949e+00
7.157025666e+06,3.914150000e-03,1.291917147e+00,4.060649876e+00,5.301612136e+00,9.770789485e-01
7.152996495e+06,2.626470000e-03,1.292102152e+00,3.314710117e+00,4.280976751e+00,1.999447446e+00
7.122328768e+06,4.428900000e-03,1.291395293e+00,3.738428935e+00,5.093024346e+00,1.183961551e+00
7.155809550e+06,8.609600000e-03,1.292679856e+00,2.538345778e+00,2.769118447e+00,3.522407788e+00
7.318506928e+06,2.604650000e-02,1.293318646e+00,2.295765956e+00,3.334133886e+00,2.940937385e+00
7.022431371e+06,1.096070000e-03,1.292114369e+00,5.348167048e+00,5.310338782e-02,6.232242637e+00
7.031494066e+06,5.908000000e-04,1.291774030e+00,6.593487395e-01,7.026311596e-01,5.583360637e+00
7.149185860e+06,4.720870000e-03,1.291758322e+00,3.257517423e+00,5.236270499e+00,3.074957728e+00
7.024907548e+06,1.374492000e-02,1.291051464e+00,2.836840713e-01,3.058195586e+00,3.229396678e+00
7.146647108e+06,1.925880000e-03,1.292208617e+00,2.682468086e+00,4.053232227e+00,4.326871929e+00
6.978227337e+06,8.610200000e-03,1.287766754e+00,2.252404996e+00,1.888655690e+00,4.412988219e+00
7.176735809e+06,9.524200000e-03,1.291646621e+00,6.218985116e+00,2.315013446e+00,3.984277759e+00
7.033051422e+06,2.112750000e-03,1.290519138e+00,5.079133271e+00,2.617091543e+00,3.670263356e+00
7.457501623e+06,4.281131000e-02,1.291119531e+00,5.426281004e+00,4.756355570e+00,1.443359366e+00
6.920273164e+06,1.084590000e-02,1.288616729e+00,4.016533189e+00,5.529777284e+00,7.407055172e-01
7.206756308e+06,1.842184000e-02,1.290679708e+00,3.904751832e+00,5.893086766e-01,5.716068492e+00
7.093087591e+06,7.233900000e-03,1.290269556e+00,2.521529530e-01,4.571954553e+00,4.408117005e+00
7.180117402e+06,1.148571000e-02,1.292302865e+00,4.099993088e+00,5.484323674e+00,7.844783749e-01
6.901689880e+06,2.773740000e-03,1.288752865e+00,2.548512320e+00,5.717354800e+00,5.649368989e-01
7.166762806e+06,8.203900000e-03,1.291828135e+00,4.392225782e-01,1.011830199e+00,5.287213170e+00
7.103495420e+06,4.690300000e-03,1.291782757e+00,5.973858859e+00,2.007472470e+00,4.286256372e+00
7.071794843e+06,2.635000000e-03,1.291915402e+00,4.828535406e+00,6.893718933e-01,5.599189028e+00
7.073233560e+06,1.098400000e-03,1.292051537e+00,7.348621549e-01,1.725381884e+00,4.562009667e+00
7.178298216e+06,7.501100000e-03,1.292278430e+00,1.226858254e+00,1.833014594e+00,4.466690255e+00
6.926684431e+06,4.447100000e-03,1.289513829e+00,3.919555714e+00,2.770413482e+00,3.518096825e+00
7.003363142e+06,1.905270000e-03,1.291201562e+00,6.251792070e+00,2.509816626e+00,3.777681390e+00
7.084349167e+06,9.882000000e-04,1.292322063e+00,3.215280455e-01,1.574224153e+00,4.712968430e+00
7.284441301e+06,2.601570000e-02,1.293802103e+00,4.298981567e+00,4.578167925e+00,1.655312150e+00
7.066910044e+06,1.193200000e-03,1.291950308e+00,6.228224889e-01,1.523379222e+00,4.764225259e+00
7.017068429e+06,6.549280000e-03,1.291824644e+00,6.956009734e-02,2.137408742e+00,4.158918895e+00
7.124737357e+06,3.493700000e-03,1.291587280e+00,2.767381845e+00,4.430389152e+00,1.848101220e+00
6.938279433e+06,9.265600000e-03,1.292056773e+00,4.375994220e-01,1.514345397e+00,4.789405124e+00
6.783816081e+06,2.677060000e-03,1.290541827e+00,2.001979919e+00,5.377104607e+00,9.039863048e-01
7.088745565e+06,1.287030000e-02,1.292222580e+00,2.183162548e-01,1.669726825e+00,4.641128932e+00
7.142182318e+06,8.495200000e-03,1.293512378e+00,6.237829436e+00,5.317906530e+00,9.533581786e-01
7.259018661e+06,1.880012000e-02,1.288913435e+00,1.284595491e+00,2.102828533e+00,4.215001559e+00
7.051558148e+06,4.180800000e-03,1.292158002e+00,5.546134509e+00,4.221986367e-01,5.866432098e+00
7.130164444e+06,9.089210000e-03,1.292309846e+00,5.349420195e+00,7.336316978e-02,6.213134772e+00
7.007493177e+06,2.697000000e-04,1.291843843e+00,5.935402274e+00,6.009015026e+00,2.760761811e-01
7.028709276e+06,1.203610000e-02,1.290664001e+00,4.064369173e+00,1.676034445e+00,4.633161504e+00
7.011265894e+06,4.339740000e-03,1.291608224e+00,2.324270673e+00,4.866452684e+00,1.410208582e+00
7.411996388e+06,3.951990000e-02,1.290416164e+00,3.806444416e+00,3.786807717e+00,2.449742393e+00
7.218850308e+06,2.973910000e-02,1.287663780e+00,4.014360254e+00,7.157595262e-01,3.317731282e-01
7.204494150e+06,1.293822000e-02,1.292072481e+00,5.460433607e+00,1.166958554e+00,5.141911019e+00
7.227176786e+06,1.635350000e-02,1.291793229e+00,1.048358195e+00,3.506507839e+00,3.113154259e+00
7.258374779e+06,2.094910000e-02,1.293791631e+00,4.997300018e+00,4.742600630e+00,1.500709140e+00
7.052740749e+06,4.679600000e-03,1.291698981e+00,2.475562794e+00,5.266806780e+00,1.010467097e+00
7.148425756e+06,4.623500000e-03,1.289259010e+00,2.795975574e+00,1.851928727e+00,4.442163143e+00
7.115476872e+06,1.694800000e-03,1.292058519e+00,1.193927381e+00,2.854204994e+00,3.431970063e+00
6.946852963e+06,2.881200000e-03,1.291856060e+00,4.079373769e+00,5.050225382e+00,1.229594930e+00
7.008405091e+06,4.487430000e-03,1.292362206e+00,2.031470747e+00,3.389301998e+00,2.893741937e+00
7.064797214e+06,5.749040000e-03,1.291946818e+00,3.423992163e+00,5.352427397e+00,9.235846069e-01
7.072001265e+06,5.827390000e-03,1.291850824e+00,2.786761981e+00,6.075316593e+00,2.074882321e-01
7.152186647e+06,5.708950000e-03,1.292871842e+00,5.319269632e+00,5.270901322e+00,1.004623735e+00
7.160555594e+06,3.087460000e-03,1.292229561e+00,3.823986721e+00,4.943863272e+00,1.335321740e+00
7.146499531e+06,1.939800000e-03,1.291959035e+00,2.561630215e+00,4.027190169e+00,2.255005536e+00
7.124439573e+06,9.358000000e-03,1.291128258e+00,3.247499233e-01,3.684868271e+00,2.590627115e+00
7.129515115e+06,3.658790000e-03,1.288475358e+00,1.941947574e+00,2.411861767e+00,4.250192633e+00
7.223278323e+06,2.305625000e-02,1.286154070e+00,1.224872069e-01,3.962223779e+00,2.597816127e+00
6.989998194e+06,3.083430000e-03,1.289847186e+00,8.901475891e-01,4.196584845e+00,2.083291318e+00
7.357821545e+06,3.117830000e-02,1.289889074e+00,2.654071579e+00,2.298773158e+00,4.033712465e+00
6.954535880e+06,5.987850000e-03,1.290665746e+00,3.199202482e+00,3.136496292e+00,3.148839261e+00
7.086074402e+06,8.396000000e-04,1.292124841e+00,9.749862987e-01,1.904618472e+00,4.382184903e+00
7.155127703e+06,2.884500000e-03,1.292201636e+00,3.310278726e+00,4.388370350e+00,1.891355715e+00
7.101144320e+06,1.891100000e-03,1.292240033e+00,6.058626010e+00,2.095189227e+00,4.193300136e+00
7.154517330e+06,2.784970000e-03,1.292151021e+00,3.732138769e+00,4.598953051e+00,3.808071063e+00
7.128308544e+06,1.592400000e-03,1.292419802e+00,2.003074240e+00,3.684430194e+00,3.142814384e+00
7.228337849e+06,1.538470000e-02,1.292730470e+00,1.115087368e+00,1.814531557e+00,4.500596766e+00
7.074470658e+06,2.629540000e-03,1.291939836e+00,5.157725447e+00,9.261938742e-01,1.782157445e+00
7.144578356e+06,5.272500000e-03,1.291756577e+00,2.348986280e+00,4.526024468e+00,1.748807693e+00
6.996493823e+06,6.508500000e-04,1.291918892e+00,5.543497317e+00,5.173995406e+00,1.110078273e+00
7.075677378e+06,5.668550000e-03,1.291700726e+00,4.870439016e+00,7.341605325e-01,1.893263359e+00
7.243910494e+06,2.449235000e-02,1.292538484e+00,1.141646044e+00,1.173630948e+00,5.156360600e+00
7.075467878e+06,3.735380000e-03,1.292309846e+00,1.741489528e-02,1.088495532e+00,5.203327410e+00
